, Реестр общероссийских и аккредитованных региональных спортивных федераций,,,,,,
,,,,,,,
№ п/п,Наименование спортивной федерации,Субъект Российской Федерации,"Сведения о видах спорта, по которым аккредитована спортивная федерация",,,,
,,,Вид спорта,Номер-код спортивной федерации,Дата приказа о государтсвенной аккредитации,Дата окончания государтсвенной аккредитации,Номер приказа о государтсвенной аккредитации
314,"КРАСНОДАРСКАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА""",Краснодарский край,БАДМИНТОН,0242301079О,2021-05-21T00:00:00.000Z,2025-05-20T00:00:00.000Z,725
315,"АРХАНГЕЛЬСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА""",Архангельская область,БАДМИНТОН,0242900968О,2021-08-19T00:00:00.000Z,2025-08-18T00:00:00.000Z,439-РМ
316,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ИРКУТСКОЙ ОБЛАСТИ""",Иркутская область,БАДМИНТОН,0243800433О,2022-04-27T00:00:00.000Z,2026-04-26T00:00:00.000Z,96-432-МР
317,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА КАЛУЖСКОЙ ОБЛАСТИ""",Калужская область,БАДМИНТОН,0244000164О,2022-03-29T00:00:00.000Z,2026-03-28T00:00:00.000Z,152
318,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА РЕСПУБЛИКИ МАРИЙ ЭЛ""",Республика Марий Эл,БАДМИНТОН,0241206748О,2022-06-28T00:00:00.000Z,2026-06-27T00:00:00.000Z,569
319,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА НОВГОРОДСКОЙ ОБЛАСТИ""",Новгородская область,БАДМИНТОН,0245304232О,2022-12-09T00:00:00.000Z,2026-12-08T00:00:00.000Z,731
320,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ДОНЕЦКОЙ НАРОДНОЙ РЕСПУБЛИКИ""",Донецкая область,БАДМИНТОН,0249309465О,2024-01-23T00:00:00.000Z,2025-12-31T00:00:00.000Z,01-09/06
321,"ВЛАДИМИРСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА""",Владимирская область,БАДМИНТОН,0243301180О,2023-06-07T00:00:00.000Z,2024-06-06T00:00:00.000Z,97
322,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""САМАРСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Самарская область,БАДМИНТОН,0246303953О,2020-10-14T00:00:00.000Z,2024-10-13T00:00:00.000Z,775-П
323,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ТЮМЕНСКОЙ ОБЛАСТИ""",Тюменская область,БАДМИНТОН,0247206202О,2021-01-11T00:00:00.000Z,2025-01-10T00:00:00.000Z,1
324,"ВОРОНЕЖСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА""",Воронежская область,БАДМИНТОН,0243602103О,2021-12-09T00:00:00.000Z,2025-12-08T00:00:00.000Z,1368-ОД
325,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ХАБАРОВСКАЯ КРАЕВАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Хабаровский край,БАДМИНТОН,0242700098О,2021-04-19T00:00:00.000Z,2025-04-18T00:00:00.000Z,259
326,"ОБЩЕСТВЕННАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА САХАЛИНСКОЙ ОБЛАСТИ""",Сахалинская область,БАДМИНТОН,0246504020О,2022-02-24T00:00:00.000Z,2026-02-23T00:00:00.000Z,3.18-95-Р
327,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА САНКТ-ПЕТЕРБУРГА""",Санкт-Петербург,БАДМИНТОН,0247802560О,2023-03-14T00:00:00.000Z,2027-03-13T00:00:00.000Z,134-Р
328,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА НИЖЕГОРОДСКОЙ ОБЛАСТИ""",Нижегородская область,БАДМИНТОН,0245205161О,2024-03-14T00:00:00.000Z,2026-03-13T00:00:00.000Z,73
329,"ОРЛОВСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ОРЛОВСКОЙ ОБЛАСТИ""",Орловская область,БАДМИНТОН,0245706909О,2021-12-24T00:00:00.000Z,2025-12-23T00:00:00.000Z,842
330,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА РЕСПУБЛИКИ КОМИ""",Республика Коми,БАДМИНТОН,0241107990О,2020-12-17T00:00:00.000Z,2024-12-16T00:00:00.000Z,01-12/337
331,"ОБЩЕРОССИЙСКАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""НАЦИОНАЛЬНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА РОССИИ""",,БАДМИНТОН,0249900009О,2023-07-03T00:00:00.000Z,2027-07-01T00:00:00.000Z,466
332,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ДАГЕСТАНСКАЯ ФЕДЕРАЦИЯ БАДМИНТОНА - 05""",Республика Дагестан,БАДМИНТОН,0240507569О,2023-08-25T00:00:00.000Z,2024-08-24T00:00:00.000Z,16-06/347
333,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА ЛЕНИНГРАДСКОЙ ОБЛАСТИ""",Ленинградская область,БАДМИНТОН,0244702077О,2023-04-25T00:00:00.000Z,2027-04-25T00:00:00.000Z,1-5-167/2023
334,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА"" РЕСПУБЛИКИ СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ",Республика Северная Осетия — Алания,БАДМИНТОН,0241504213О,2023-04-27T00:00:00.000Z,2027-04-26T00:00:00.000Z,157
335,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА КАЛИНИНГРАДСКОЙ ОБЛАСТИ""",Калининградская область,БАДМИНТОН,0243904049О,2023-09-19T00:00:00.000Z,2027-09-18T00:00:00.000Z,148
336,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА СМОЛЕНСКОЙ ОБЛАСТИ""",Смоленская область,БАДМИНТОН,0246706464О,2021-07-26T00:00:00.000Z,2025-07-25T00:00:00.000Z,260-П
337,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА РЕСПУБЛИКИ БАШКОРТОСТАН""",Республика Башкортостан,БАДМИНТОН,0240203984О,2023-02-22T00:00:00.000Z,2027-02-21T00:00:00.000Z,ОД-50
338,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЯРОСЛАВСКАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Ярославская область,БАДМИНТОН,0247606867О,2020-11-27T00:00:00.000Z,2024-11-26T00:00:00.000Z,320
339,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ВОЛОГОДСКОЙ ОБЛАСТИ""",Вологодская область,БАДМИНТОН,0243508675О,2022-12-27T00:00:00.000Z,2024-12-26T00:00:00.000Z,230/01-07
340,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ЧУВАШСКОЙ РЕСПУБЛИКИ""",Чувашская Республика,БАДМИНТОН,0242103004О,2022-11-25T00:00:00.000Z,2026-11-24T00:00:00.000Z,588
341,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""БРЯНСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Брянская область,БАДМИНТОН,0243208205О,2023-11-29T00:00:00.000Z,2027-11-28T00:00:00.000Z,338
342,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ПЕРМСКОГО КРАЯ""",Пермский край,БАДМИНТОН,0245902833О,2022-05-18T00:00:00.000Z,2026-05-15T00:00:00.000Z,41-02-ПР-226
343,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА РОСТОВСКОЙ ОБЛАСТИ""",Ростовская область,БАДМИНТОН,0246106250О,2021-07-02T00:00:00.000Z,2024-12-31T00:00:00.000Z,233
344,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА"" ТОМСКОЙ ОБЛАСТИ",Томская область,БАДМИНТОН,0247007786О,2023-12-08T00:00:00.000Z,2027-12-07T00:00:00.000Z,81-Р-С
345,"РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ЧЕЛЯБИНСКОЙ ОБЛАСТИ""",Челябинская область,БАДМИНТОН,0247419816О,2023-07-04T00:00:00.000Z,2027-06-28T00:00:00.000Z,192
346,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СТАВРОПОЛЬСКАЯ КРАЕВАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Ставропольский край,БАДМИНТОН,0242600650О,2021-10-25T00:00:00.000Z,2025-10-24T00:00:00.000Z,1126/01-01
347,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ЛИПЕЦКОЙ ОБЛАСТИ""",Липецкая область,БАДМИНТОН,0244806569О,2021-12-06T00:00:00.000Z,2025-12-05T00:00:00.000Z,406-0
348,"ОМСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОМСКАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Омская область,БАДМИНТОН,0245500786О,2021-05-25T00:00:00.000Z,2025-05-13T00:00:00.000Z,52
349,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЯЗАНСКАЯ ФЕДЕРАЦИЯ БАДМИНТОНА ""МЕЩЕРА""",Рязанская область,БАДМИНТОН,0246202650О,2023-05-10T00:00:00.000Z,2027-05-09T00:00:00.000Z,391
350,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ТВЕРСКОЙ ОБЛАСТИ""",Тверская область,БАДМИНТОН,0246900456О,2020-12-29T00:00:00.000Z,2024-12-28T00:00:00.000Z,453-ОД
351,"САРАТОВСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА САРАТОВСКОЙ ОБЛАСТИ""",Саратовская область,БАДМИНТОН,0246402206О,2021-12-24T00:00:00.000Z,2025-12-23T00:00:00.000Z,827
352,"ОБЩЕСТВЕННАЯ ФИЗКУЛЬТУРНО-ОЗДОРОВИТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА АЛТАЙСКОГО КРАЯ""",Алтайский край,БАДМИНТОН,0242209320О,2023-11-09T00:00:00.000Z,2027-11-08T00:00:00.000Z,540
353,"ПСКОВСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА""",Псковская область,БАДМИНТОН,0246007191О,2020-09-29T00:00:00.000Z,2024-09-28T00:00:00.000Z,119
354,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА СЕВАСТОПОЛЯ""",Севастополь,БАДМИНТОН,0249206834О,2022-04-08T00:00:00.000Z,2026-04-07T00:00:00.000Z,166
355,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА НОВОСИБИРСКОЙ ОБЛАСТИ""",Новосибирская область,БАДМИНТОН,0245404096О,2021-12-06T00:00:00.000Z,2025-12-05T00:00:00.000Z,1136
356,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА ГОРОДА МОСКВЫ""",Москва,БАДМИНТОН,0247704398О,2023-03-09T00:00:00.000Z,2025-02-08T00:00:00.000Z,73
357,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""МОСКОВСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАДМИНТОНА""",Московская область,БАДМИНТОН,0245002187О,2023-03-01T00:00:00.000Z,2027-03-24T00:00:00.000Z,23-46-П
358,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА РЕСПУБЛИКИ КРЫМ""",Республика Крым,БАДМИНТОН,0249106882О,2022-12-29T00:00:00.000Z,2025-12-28T00:00:00.000Z,816-ОД
359,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАДМИНТОНА РЕСПУБЛИКИ ТАТАРСТАН""",Республика Татарстан,БАДМИНТОН,0241605027О,2023-10-17T00:00:00.000Z,2027-10-16T00:00:00.000Z,507
360,"ЧЕЛЯБИНСКАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ЧЕЛЯБИНСКОЙ ОБЛАСТИ""",Челябинская область,БАСКЕТБОЛ,0147407490О,2023-09-11T00:00:00.000Z,2027-09-10T00:00:00.000Z,321
361,"ТОМСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ТОМСКОЙ ОБЛАСТИ""",Томская область,БАСКЕТБОЛ,0147002694О,2022-11-18T00:00:00.000Z,2026-11-17T00:00:00.000Z,89-Р-С
362,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА РЕСПУБЛИКИ АЛТАЙ""",Республика Алтай,БАСКЕТБОЛ,0140408759О,2023-01-31T00:00:00.000Z,2027-01-30T00:00:00.000Z,17/1-03
363,"ВОЛГОГРАДСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Волгоградская область,БАСКЕТБОЛ,0143405544О,2022-08-16T00:00:00.000Z,2026-08-15T00:00:00.000Z,851
364,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЯЗАНСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Рязанская область,БАСКЕТБОЛ,0146201212О,2023-01-26T00:00:00.000Z,2027-01-25T00:00:00.000Z,59
365,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА РЕСПУБЛИКИ ТАТАРСТАН""",Республика Татарстан,БАСКЕТБОЛ,0141605009О,2022-12-26T00:00:00.000Z,2026-12-25T00:00:00.000Z,633
366,"РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ТУЛЬСКОЙ ОБЛАСТИ""",Тульская область,БАСКЕТБОЛ,0147105524О,2021-11-29T00:00:00.000Z,2025-11-26T00:00:00.000Z,227-ОСН
367,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА НОВОСИБИРСКОЙ ОБЛАСТИ""",Новосибирская область,БАСКЕТБОЛ,0145400778О,2021-08-05T00:00:00.000Z,2025-08-04T00:00:00.000Z,707
368,"БРЯНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА БРЯНСКОЙ ОБЛАСТИ""",Брянская область,БАСКЕТБОЛ,0143204388О,2022-11-11T00:00:00.000Z,2026-11-10T00:00:00.000Z,270
369,"ЯРОСЛАВСКАЯ РЕГИОНАЛЬНАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Ярославская область,БАСКЕТБОЛ,0147607879О,2020-10-02T00:00:00.000Z,2024-10-01T00:00:00.000Z,263/2
370,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА НОВГОРОДСКОЙ ОБЛАСТИ""",Новгородская область,БАСКЕТБОЛ,0145300629О,2021-02-16T00:00:00.000Z,2025-02-15T00:00:00.000Z,49
371,"КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Карачаево-Черкесская Республика,БАСКЕТБОЛ,0140906082О,2021-02-24T00:00:00.000Z,2025-02-23T00:00:00.000Z,50
372,"ДАГЕСТАНСКАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Республика Дагестан,БАСКЕТБОЛ,0140508486О,2022-04-06T00:00:00.000Z,2026-04-05T00:00:00.000Z,16-02/1/281
373,"ПЕНЗЕНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ПЕНЗЕНСКОЙ ОБЛАСТИ""",Пензенская область,БАСКЕТБОЛ,0145805306О,2023-07-18T00:00:00.000Z,2024-07-17T00:00:00.000Z,455
374,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ПСКОВСКАЯ РЕГИОНАЛЬНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Псковская область,БАСКЕТБОЛ,0146003058О,2023-12-20T00:00:00.000Z,2027-12-19T00:00:00.000Z,235
375,"СМОЛЕНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА СМОЛЕНСКОЙ ОБЛАСТИ""",Смоленская область,БАСКЕТБОЛ,0146704451О,2023-09-21T00:00:00.000Z,2027-09-20T00:00:00.000Z,0336-П
376,"РЕСПУБЛИКАНСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА РЕСПУБЛИКИ БУРЯТИЯ""",Республика Бурятия,БАСКЕТБОЛ,0140306677О,2020-11-09T00:00:00.000Z,2024-11-08T00:00:00.000Z,343
377,ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА РЕСПУБЛИКИ КАРЕЛИЯ,Республика Карелия,БАСКЕТБОЛ,0141002408О,2023-06-05T00:00:00.000Z,2027-06-04T00:00:00.000Z,674
378,"ИВАНОВСКАЯ ОБЛАСТНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ИВАНОВСКАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Ивановская область,БАСКЕТБОЛ,0143700307О,2021-06-01T00:00:00.000Z,2025-04-02T00:00:00.000Z,01-01-172
379,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ЧЕЧЕНСКОЙ РЕСПУБЛИКИ""",Чеченская Республика,БАСКЕТБОЛ,0142008844О,2023-03-22T00:00:00.000Z,2027-03-15T00:00:00.000Z,23-ОП
380,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА Г. СЕВАСТОПОЛЯ""",Севастополь,БАСКЕТБОЛ,0149206396О,2020-12-14T00:00:00.000Z,2024-12-13T00:00:00.000Z,387
381,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ СПОРТИВНАЯ ОРГАНИЗАЦИЯ ""АМУРСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Амурская область,БАСКЕТБОЛ,0142800113О,2023-11-14T00:00:00.000Z,2027-11-13T00:00:00.000Z,138
382,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА КАМЧАТСКОГО КРАЯ""",Камчатский край,БАСКЕТБОЛ,0144104168О,2023-01-16T00:00:00.000Z,2027-01-15T00:00:00.000Z,14
383,"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОРЕНБУРГСКАЯ ОБЛАСТНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Оренбургская область,БАСКЕТБОЛ,0145605321О,2023-07-24T00:00:00.000Z,2027-07-23T00:00:00.000Z,280
384,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА КАЛИНИНГРАДСКОЙ ОБЛАСТИ""",Калининградская область,БАСКЕТБОЛ,0143903438О,2020-09-03T00:00:00.000Z,2024-09-02T00:00:00.000Z,107
385,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА САНКТ-ПЕТЕРБУРГА""",Санкт-Петербург,БАСКЕТБОЛ,0147803522О,2020-07-24T00:00:00.000Z,2024-07-22T00:00:00.000Z,337-Р
386,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ЯМАЛО-НЕНЕЦКОГО АВТОНОМНОГО ОКРУГА""",Ямало-Ненецкий автономный округ,БАСКЕТБОЛ,0148906295О,2020-11-30T00:00:00.000Z,2024-11-29T00:00:00.000Z,259-О
387,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА ХАНТЫ-МАНСИЙСКОГО АВТОНОМНОГО ОКРУГА - ЮГРЫ""",Ханты-Мансийский автономный округ,БАСКЕТБОЛ,0148602958О,2023-11-29T00:00:00.000Z,2027-11-28T00:00:00.000Z,461
388,"КРАЕВАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА КРАСНОЯРСКОГО КРАЯ""",Красноярский край,БАСКЕТБОЛ,0142403551О,2023-09-01T00:00:00.000Z,2027-08-31T00:00:00.000Z,361П
389,"ТЮМЕНСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Тюменская область,БАСКЕТБОЛ,0147207151О,2022-07-22T00:00:00.000Z,2026-07-21T00:00:00.000Z,314
390,"КУРСКАЯ РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА""",Курская область,БАСКЕТБОЛ,0144606644О,2021-08-06T00:00:00.000Z,2025-08-05T00:00:00.000Z,01-02/315
391,"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ БАСКЕТБОЛА РЕСПУБЛИКИ ХАКАСИЯ""",Республика Хакасия,БАСКЕТБОЛ,0141900134О,2023-06-26T00:00:00.000Z,2027-06-21T00:00:00.000Z,160-161
392,ТООО РЕГИОНАЛЬНАЯ СПОРТИВНАЯ ФЕДЕРАЦИЯ БАСКЕТБОЛА,Тюменская область,БАСКЕТБОЛ,0147207151О,2022-07-22T00:00:00.000Z,2026-07-21T00:00:00.000Z,314
